order_id,user_id,product,category,price,quantity,order_date,country,payment_method,rating
O11686,U608,Smartphone,Electronics,659.24,1,2023-10-02,Spain,PayPal,4.0
O10168,U823,Laptop,Electronics,1452.63,4,2023-10-02,UK,Apple Pay,3.0
O10303,U892,Headphones,Electronics,1123.84,3,2023-11-16,Italy,Google Pay,4.0
O10990,U589,Camera,Electronics,766.84,4,2023-05-27,Canada,Google Pay,4.0
O10555,U704,Router,Networking,910.85,2,2023-11-04,Spain,PayPal,2.0
O11924,U290,Speaker,Electronics,986.87,3,2023-04-17,Poland,Google Pay,3.0
O10607,U283,Speaker,Electronics,1123.87,4,2023-01-05,Spain,Bank Transfer,2.0
O11618,U619,Printer,Office,962.5,4,2023-08-08,Canada,PayPal,3.0
O10757,U512,Speaker,Electronics,798.12,3,2023-09-15,Spain,PayPal,2.0
O10438,U954,Router,Networking,591.8,1,2023-03-20,Spain,PayPal,3.0
O10582,U519,Laptop,Electronics,1271.49,3,2023-05-26,France,PayPal,4.0
O11518,U470,Monitor,Electronics,111.28,1,2023-05-01,Spain,Card,3.0
O10527,U575,Smartphone,Electronics,396.4,3,2023-03-17,France,PayPal,3.0
O10342,U961,Router,Networking,789.27,2,2023-11-28,Germany,Apple Pay,1.0
O11736,U378,Router,Networking,800.34,3,2023-05-27,Poland,Google Pay,2.0
O10367,U102,Monitor,Electronics,913.1,2,2023-09-22,Poland,Card,3.0
O10185,U577,Smartphone,Electronics,1195.16,5,2023-10-16,Germany,PayPal,5.0
O11116,U236,Router,Networking,981.08,1,2023-04-19,Germany,Google Pay,2.0
O11754,U974,Speaker,Electronics,123.3,1,2023-03-03,France,Apple Pay,4.0
O11425,U986,Laptop,Electronics,30.42,1,2023-07-15,Poland,Apple Pay,4.0
O10300,U120,Monitor,Electronics,1427.28,4,2023-04-02,Italy,Google Pay,5.0
O11903,U997,Tablet,Electronics,228.87,1,2023-12-12,France,Bank Transfer,1.0
O10832,U889,Tablet,Electronics,432.12,3,2023-12-22,Canada,Google Pay,1.0
O10543,U735,Mouse,Accessories,1473.06,1,2023-09-08,Poland,Bank Transfer,5.0
O11600,U110,Camera,Electronics,138.49,2,2023-10-07,Poland,Google Pay,1.0
O10350,U405,Keyboard,Accessories,1035.23,2,2023-08-05,Germany,Google Pay,
O11932,U566,Keyboard,Accessories,975.72,4,2023-10-23,UK,Card,3.0
O11510,U229,Laptop,Electronics,818.7,2,2023-12-30,Germany,Bank Transfer,4.0
O10978,U960,Keyboard,Accessories,,4,2023-04-28,Canada,Bank Transfer,4.0
O10175,U984,Printer,Office,1249.32,4,2023-11-30,UK,Card,4.0
O10482,U870,Headphones,Electronics,857.01,2,2023-02-19,Italy,Card,1.0
O11412,U435,Camera,Electronics,77.73,5,2023-09-30,Canada,Bank Transfer,3.0
O11610,U264,Smartwatch,Electronics,298.98,1,2023-11-09,Germany,Google Pay,2.0
O10123,U646,Laptop,Electronics,421.02,5,2023-02-15,Germany,Card,5.0
O10599,U453,Router,Networking,385.42,3,2023-02-11,Canada,Bank Transfer,2.0
O11794,U827,Printer,Office,841.14,4,2023-03-10,Spain,Apple Pay,1.0
O11745,U151,Laptop,Electronics,478.57,1,2023-03-14,Canada,Apple Pay,4.0
O11378,U683,Monitor,Electronics,1055.31,4,2023-01-26,France,Apple Pay,2.0
O11185,U689,Smartphone,Electronics,1320.06,5,2023-07-25,Poland,PayPal,3.0
O10485,U173,Tablet,Electronics,577.83,5,2023-02-18,Germany,PayPal,5.0
O10331,U661,Laptop,Electronics,1108.32,4,2023-06-01,Poland,Google Pay,5.0
O10788,U721,Speaker,Electronics,1217.8,5,2023-02-05,Poland,Bank Transfer,3.0
O10194,U715,Tablet,Electronics,887.62,2,2023-04-21,UK,Apple Pay,5.0
O10637,U690,Printer,Office,,4,2023-02-18,Poland,PayPal,1.0
O10471,U372,Monitor,Electronics,288.35,5,2023-01-20,UK,PayPal,3.0
O11713,U431,Speaker,Electronics,773.23,1,2023-10-13,Spain,Apple Pay,4.0
O10322,U489,Monitor,Electronics,138.57,4,2023-07-27,France,Google Pay,5.0
O11196,U189,Mouse,Accessories,1390.94,2,2023-03-12,Spain,Bank Transfer,3.0
O10266,U683,Mouse,Accessories,1120.16,4,2023-02-28,Germany,Google Pay,5.0
O11543,U478,Printer,Office,164.12,4,2023-08-09,Germany,PayPal,3.0
O11803,U173,Monitor,Electronics,120.66,3,2023-08-02,Poland,Card,4.0
O10067,U605,Mouse,Accessories,399.19,5,2023-11-12,USA,Card,1.0
O11737,U356,Smartwatch,Electronics,706.06,1,2023-01-14,Canada,Google Pay,3.0
O11592,U969,Router,Networking,1094.93,2,2023-09-24,Spain,Apple Pay,4.0
O11563,U495,Camera,Electronics,1070.41,3,2023-04-13,USA,Card,1.0
O10480,U658,Smartphone,Electronics,754.33,3,2023-07-17,Italy,,5.0
O11756,U797,Keyboard,Accessories,1476.5,1,2023-09-26,France,Card,5.0
O11912,U932,Laptop,Electronics,979.09,5,2023-01-22,Spain,Bank Transfer,2.0
O11440,U480,Tablet,Electronics,430.17,2,2023-09-12,Spain,Bank Transfer,2.0
O11460,U750,Router,Networking,278.68,5,2023-11-19,France,Card,2.0
O10887,U833,Camera,Electronics,999.27,4,2023-02-22,,Bank Transfer,5.0
O10422,U179,Speaker,Electronics,1178.39,3,2023-09-20,Germany,Apple Pay,4.0
O11674,U419,Keyboard,Accessories,560.54,5,2023-05-03,France,Apple Pay,4.0
O11449,U897,Monitor,Electronics,742.09,2,2023-04-27,Italy,Card,5.0
O10764,U226,Camera,Electronics,504.03,4,2023-12-07,Spain,Apple Pay,5.0
O10519,U748,Speaker,Electronics,1452.28,3,2023-02-01,Italy,Bank Transfer,5.0
O11431,U570,Speaker,Electronics,1361.03,3,2023-11-07,Germany,Apple Pay,2.0
O10613,U262,Speaker,Electronics,911.13,4,2023-12-31,France,PayPal,2.0
O11530,U404,Headphones,Electronics,380.42,4,2023-09-18,UK,Google Pay,2.0
O11782,U891,Smartphone,Electronics,,4,2023-04-24,USA,PayPal,2.0
O11658,U646,Printer,Office,1151.09,1,2023-01-28,USA,Bank Transfer,5.0
O10453,U643,Keyboard,Accessories,975.8,3,2023-05-02,Poland,Google Pay,2.0
O10730,U291,Printer,Office,1096.04,5,2023-07-02,Poland,Apple Pay,3.0
O10534,U541,Keyboard,Accessories,127.55,3,2023-01-04,Poland,Apple Pay,3.0
O10965,U212,Headphones,Electronics,302.88,1,2023-01-18,France,Apple Pay,2.0
O11284,U609,Smartwatch,Electronics,967.76,5,2023-05-26,Spain,Bank Transfer,2.0
O11739,U517,Camera,Electronics,213.9,3,2023-03-13,,Card,2.0
O10261,U788,Laptop,Electronics,638.29,4,2023-03-06,France,Apple Pay,1.0
O10535,U412,Laptop,Electronics,471.86,5,2023-08-15,Italy,Bank Transfer,2.0
O10968,U705,Headphones,Electronics,1140.78,2,2023-11-10,Spain,Bank Transfer,1.0
O10240,U253,Printer,Office,754.62,5,2023-07-20,UK,Apple Pay,3.0
O10819,U300,Printer,Office,1163.76,1,2023-05-16,Poland,Apple Pay,3.0
O10692,U647,Tablet,Electronics,758.37,1,2023-03-15,France,Google Pay,3.0
O10420,U789,Speaker,Electronics,700.5,2,2023-09-24,USA,Card,1.0
O11085,U913,Camera,Electronics,986.4,4,2023-03-09,Spain,Card,
O10442,U535,Router,Networking,703.68,4,2023-05-19,USA,Bank Transfer,4.0
O10365,U704,Mouse,Accessories,606.34,5,2023-11-12,Spain,PayPal,3.0
O11022,U889,Smartphone,Electronics,838.61,1,2023-04-05,Poland,Google Pay,4.0
O11240,U741,Tablet,Electronics,1455.33,5,2023-01-19,Canada,Google Pay,1.0
O10588,U543,Monitor,Electronics,248.6,5,2023-07-21,Germany,Bank Transfer,3.0
O10736,U931,Tablet,Electronics,1296.71,5,2023-08-28,Poland,Card,4.0
O11761,U309,Printer,Office,879.83,2,2023-01-26,USA,PayPal,4.0
O10941,U262,Printer,Office,1255.19,5,2023-09-19,UK,Apple Pay,2.0
O10071,U441,Speaker,Electronics,444.08,2,2023-02-27,Canada,PayPal,2.0
O11407,U691,Mouse,Accessories,469.53,4,2023-08-05,Spain,Bank Transfer,3.0
O10259,U344,Monitor,Electronics,1155.44,5,2023-11-14,Canada,Apple Pay,3.0
O10051,U609,Printer,Office,917.52,3,2023-04-22,USA,Google Pay,5.0
O10198,U721,Camera,Electronics,687.24,5,2023-12-12,Poland,Google Pay,2.0
O11788,U958,Keyboard,Accessories,1212.72,5,2023-06-24,Spain,Card,3.0
O10650,U309,Laptop,Electronics,97.49,1,2023-01-13,France,PayPal,3.0
O10332,U216,Smartwatch,Electronics,876.44,4,2023-09-07,Spain,Card,3.0
O11359,U776,Laptop,Electronics,972.98,5,2023-03-13,Germany,Apple Pay,4.0
O10593,U662,Router,Networking,166.97,3,2023-08-22,Italy,Card,1.0
O11391,U972,Keyboard,Accessories,1341.81,2,2023-06-13,USA,PayPal,1.0
O11800,U247,Router,Networking,1160.62,3,2023-09-04,Canada,PayPal,1.0
O11314,U300,Speaker,Electronics,718.9,3,2023-03-28,Canada,Bank Transfer,1.0
O11111,U580,Mouse,Accessories,1371.3,1,2023-02-11,UK,Apple Pay,2.0
O11006,U159,Smartwatch,Electronics,402.72,4,2023-02-08,France,Google Pay,4.0
O11326,U195,Mouse,Accessories,369.27,3,2023-11-11,Germany,Apple Pay,4.0
O10426,U254,Monitor,Electronics,685.68,5,2023-01-07,Spain,Apple Pay,3.0
O11558,U316,Smartphone,Electronics,1309.8,1,2023-06-26,USA,PayPal,4.0
O11293,U313,Laptop,Electronics,1299.26,4,2023-07-14,UK,Bank Transfer,4.0
O10590,U727,Tablet,Electronics,1022.14,5,2023-06-25,Spain,PayPal,3.0
O10321,U210,Printer,Office,945.45,4,2023-11-14,France,Card,5.0
O10480,U658,Smartphone,Electronics,754.33,3,2023-07-17,Italy,,5.0
O11132,U691,Keyboard,Accessories,1222.34,2,2023-08-08,Germany,PayPal,5.0
O10985,U842,Router,Networking,1331.41,4,2023-11-25,Canada,Apple Pay,1.0
O10398,U576,Smartphone,Electronics,852.2,4,2023-11-29,Germany,Bank Transfer,4.0
O11511,U890,Printer,Office,964.76,2,2023-06-15,Germany,Bank Transfer,5.0
O10436,U109,Headphones,Electronics,1217.15,5,2023-04-07,Germany,Card,5.0
O10192,U649,Tablet,Electronics,1243.66,2,2023-12-26,Canada,Card,2.0
O11435,U170,Keyboard,Accessories,554.6,5,2023-10-13,Poland,PayPal,1.0
O10614,U436,Headphones,Electronics,181.71,4,2023-12-03,USA,PayPal,5.0
O11493,U630,Printer,Office,513.28,5,2023-01-17,Canada,Apple Pay,2.0
O10576,U662,Mouse,Accessories,898.62,2,2023-07-29,Germany,Google Pay,5.0
O10986,U434,Keyboard,Accessories,979.2,4,2023-08-27,Germany,Google Pay,5.0
O11432,U675,Camera,Electronics,123.7,1,2023-06-21,Poland,Apple Pay,4.0
O10706,U744,Printer,Office,232.85,2,2023-02-09,Canada,,3.0
O11258,U293,Monitor,Electronics,618.28,1,2023-05-19,Italy,Apple Pay,
O10141,U645,Monitor,Electronics,,4,2023-03-10,,Google Pay,4.0
O11357,U494,Smartwatch,Electronics,217.26,1,2023-02-14,USA,Google Pay,2.0
O10002,U408,Mouse,Accessories,513.89,3,2023-05-30,Poland,Card,
O11221,U535,Printer,Office,59.76,4,2023-03-04,Canada,PayPal,3.0
O11869,U883,Smartwatch,Electronics,1357.97,2,2023-08-19,Germany,PayPal,4.0
O11622,U659,Router,Networking,932.04,1,2023-04-04,UK,Apple Pay,5.0
O10339,U165,Speaker,Electronics,985.14,1,2023-01-28,Canada,Google Pay,5.0
O11769,U245,Headphones,Electronics,1373.5,3,2023-03-30,Poland,Card,3.0
O11536,U973,Keyboard,Accessories,1302.9,5,2023-10-17,Spain,Bank Transfer,4.0
O10483,U948,Smartphone,Electronics,55.8,5,2023-07-17,Poland,Google Pay,5.0
O10265,U944,Keyboard,Accessories,152.33,3,2023-03-03,France,Card,
O10376,U743,Router,Networking,1082.1,2,2023-03-18,Spain,Card,5.0
O10741,U111,Monitor,Electronics,386.31,4,2023-04-23,Canada,Google Pay,2.0
O11013,U629,Tablet,Electronics,1021.01,4,2023-05-28,Canada,Card,3.0
O10439,U200,Printer,Office,242.25,4,2023-03-28,USA,Google Pay,1.0
O10271,U949,Router,Networking,405.15,3,2023-06-27,Germany,PayPal,4.0
O10184,U653,Mouse,Accessories,193.01,3,2023-06-28,France,Bank Transfer,1.0
O10939,U308,Tablet,Electronics,551.63,5,2023-12-01,Germany,Card,1.0
O10244,U116,Monitor,Electronics,485.6,3,2023-11-01,Spain,Apple Pay,
O10931,U542,Tablet,Electronics,873.75,5,2023-02-25,Germany,Apple Pay,
O10445,U562,Speaker,Electronics,1452.43,1,2023-11-25,Canada,PayPal,2.0
O10596,U468,Headphones,Electronics,912.36,4,2023-07-20,Spain,Bank Transfer,1.0
O10817,U195,Camera,Electronics,1089.65,2,2023-04-17,USA,Google Pay,1.0
O11272,U595,Smartphone,Electronics,79.69,5,2023-12-07,USA,Google Pay,2.0
O11676,U659,Printer,Office,1165.51,1,2023-01-20,Italy,Apple Pay,3.0
O10486,U737,Tablet,Electronics,1064.91,2,2023-09-17,Italy,Google Pay,4.0
O10680,U673,Laptop,Electronics,1025.84,5,2023-10-21,UK,Bank Transfer,5.0
O10415,U752,Headphones,Electronics,278.76,3,2023-01-25,Germany,Apple Pay,3.0
O10273,U709,Speaker,Electronics,71.6,4,2023-12-23,Germany,PayPal,3.0
O11471,U998,Printer,Office,1363.49,2,2023-09-01,France,PayPal,5.0
O11829,U566,Router,Networking,1267.57,3,2023-10-20,UK,Google Pay,2.0
O11454,U377,Speaker,Electronics,740.51,4,2023-04-09,France,PayPal,5.0
O10250,U236,Headphones,Electronics,70.24,5,2023-01-07,Poland,PayPal,2.0
O10413,U892,Keyboard,Accessories,868.1,2,2023-01-25,France,Card,3.0
O11385,U370,Smartphone,Electronics,,5,2023-09-22,Canada,Google Pay,4.0
O11307,U903,Smartwatch,Electronics,1342.09,5,2023-02-12,Italy,Bank Transfer,3.0
O10715,U311,Monitor,Electronics,321.3,5,2023-11-13,UK,Apple Pay,2.0
O10310,U816,Laptop,Electronics,418.11,3,2023-03-05,UK,PayPal,1.0
O10926,U124,Laptop,Electronics,463.91,4,2023-10-29,Canada,PayPal,2.0
O10381,U109,Headphones,Electronics,357.56,1,2023-09-28,Canada,Bank Transfer,2.0
O11565,U538,Router,Networking,1433.43,2,2023-11-29,France,Bank Transfer,2.0
O10425,U584,Keyboard,Accessories,1275.06,2,2023-03-04,Germany,PayPal,5.0
O11874,U132,Tablet,Electronics,156.56,3,2023-08-15,France,Card,3.0
O10532,U165,Smartwatch,Electronics,958.53,4,2023-09-29,Poland,Google Pay,2.0
O10752,U121,Keyboard,Accessories,953.44,2,2023-06-15,Canada,Bank Transfer,1.0
O10765,U478,Router,Networking,1294.75,4,2023-04-03,Canada,Google Pay,4.0
O11356,U563,Speaker,Electronics,1395.88,4,2023-08-14,France,Google Pay,3.0
O10408,U343,Laptop,Electronics,755.51,4,2023-04-11,France,PayPal,2.0
O11614,U920,Tablet,Electronics,58.33,3,2023-04-03,France,Bank Transfer,3.0
O10694,U555,Monitor,Electronics,1215.96,2,2023-02-24,Canada,Card,5.0
O11738,U563,Tablet,Electronics,700.97,2,2023-06-21,France,Bank Transfer,4.0
O10548,U697,Printer,Office,1318.35,5,2023-04-20,Poland,Apple Pay,5.0
O10936,U594,Mouse,Accessories,67.03,2,2023-07-03,Spain,PayPal,1.0
O11389,U640,Monitor,Electronics,902.59,5,2023-03-31,Italy,Apple Pay,4.0
O11607,U609,Mouse,Accessories,552.01,5,2023-10-24,Germany,Bank Transfer,1.0
O11939,U304,Keyboard,Accessories,158.86,4,2023-01-31,Italy,Apple Pay,5.0
O11481,U567,Printer,Office,1209.47,3,2023-11-05,Italy,Card,3.0
O10182,U244,Camera,Electronics,669.34,1,2023-06-02,UK,Bank Transfer,5.0
O11940,U978,Camera,Electronics,330.87,3,2023-05-26,Poland,PayPal,3.0
O11160,U931,Smartwatch,Electronics,20.34,4,2023-12-08,Spain,Apple Pay,2.0
O10170,U944,Tablet,Electronics,880.23,3,2023-12-22,UK,Apple Pay,3.0
O10292,U121,Mouse,Accessories,119.68,2,2023-07-12,USA,Bank Transfer,4.0
O10561,U390,Monitor,Electronics,720.0,3,2023-05-22,UK,Bank Transfer,3.0
O11456,U178,Printer,Office,288.81,3,2023-01-09,USA,Bank Transfer,3.0
O11876,U325,Keyboard,Accessories,743.14,1,2023-02-25,Canada,Google Pay,5.0
O11651,U822,Smartwatch,Electronics,213.07,1,2023-05-14,France,Apple Pay,4.0
O10849,U414,Laptop,Electronics,526.02,5,2023-07-10,Germany,Card,3.0
O10272,U219,Speaker,Electronics,247.77,3,2023-09-26,UK,Bank Transfer,4.0
O11549,U380,Mouse,Accessories,1082.45,4,2023-08-30,USA,Google Pay,2.0
O11034,U306,Laptop,Electronics,1251.98,3,2023-09-25,,Apple Pay,3.0
O11743,U880,Printer,Office,401.56,4,2023-07-26,Poland,Bank Transfer,3.0
O10371,U506,Monitor,Electronics,1078.93,3,2023-01-21,Spain,Apple Pay,3.0
O11669,U204,Headphones,Electronics,1099.28,2,2023-12-09,Germany,Card,5.0
O10721,U131,Smartphone,Electronics,583.42,2,2023-07-21,Canada,Bank Transfer,2.0
O10733,U773,Smartphone,Electronics,1200.37,1,2023-09-27,France,Card,3.0
O10777,U519,Smartwatch,Electronics,964.17,2,2023-06-17,USA,Google Pay,3.0
O10518,U359,Smartphone,Electronics,988.35,3,2023-04-11,Germany,Google Pay,4.0
O10334,U742,Camera,Electronics,896.68,5,2023-09-25,USA,PayPal,4.0
O10845,U307,Camera,Electronics,936.9,3,2023-01-03,,Apple Pay,3.0
O11251,U451,Tablet,Electronics,130.85,1,2023-09-01,Spain,Bank Transfer,5.0
O11052,U577,Mouse,Accessories,106.68,1,2023-03-12,France,Card,3.0
O11923,U991,Printer,Office,658.63,5,2023-02-28,Poland,PayPal,4.0
O10015,U316,Headphones,Electronics,1126.03,5,2023-10-07,Italy,Card,2.0
O10707,U498,Router,Networking,1174.94,2,2023-03-25,Poland,Google Pay,3.0
O10900,U242,Laptop,Electronics,322.58,1,2023-04-26,Germany,Bank Transfer,5.0
O10453,U643,Keyboard,Accessories,975.8,3,2023-05-02,Poland,Google Pay,2.0
O11572,U208,Smartwatch,Electronics,1340.25,3,2023-03-03,USA,,2.0
O10903,U171,Laptop,Electronics,338.94,4,2023-08-25,France,Apple Pay,5.0
O10465,U333,Monitor,Electronics,1038.07,5,2023-03-27,UK,Google Pay,4.0
O11586,U985,Tablet,Electronics,233.12,2,2023-11-27,USA,Bank Transfer,3.0
O10199,U666,Printer,Office,1259.49,1,2023-11-15,USA,Apple Pay,2.0
O11206,U267,Smartwatch,Electronics,185.0,2,2023-04-04,UK,PayPal,4.0
O11055,U130,Monitor,Electronics,,3,2023-07-06,USA,PayPal,3.0
O11131,U210,Laptop,Electronics,522.08,1,2023-05-24,UK,Bank Transfer,2.0
O11379,U520,Laptop,Electronics,1007.07,1,2023-05-24,Germany,PayPal,1.0
O10998,U592,Headphones,Electronics,1469.14,3,2023-11-27,UK,PayPal,1.0
O10727,U412,Laptop,Electronics,205.19,5,2023-05-06,Germany,Apple Pay,2.0
O11771,U667,Printer,Office,708.95,2,2023-12-05,Canada,PayPal,4.0
O11909,U169,Router,Networking,1011.13,1,2023-01-18,USA,Card,3.0
O11821,U158,Router,Networking,1042.11,5,2023-08-23,Germany,Card,4.0
O10567,U226,Monitor,Electronics,1019.62,3,2023-11-29,Italy,Card,2.0
O10043,U247,Monitor,Electronics,44.55,3,2023-05-27,USA,Card,4.0
O10274,U748,Mouse,Accessories,598.93,3,2023-01-29,Poland,Google Pay,1.0
O11096,U657,Headphones,Electronics,107.58,4,2023-06-22,Spain,Card,1.0
O10101,U208,Mouse,Accessories,1420.37,1,2023-02-08,Spain,PayPal,5.0
O11231,U664,Smartphone,Electronics,884.2,4,2023-06-04,Italy,Bank Transfer,1.0
O11721,U594,Keyboard,Accessories,1046.94,4,2023-07-29,Poland,Card,4.0
O11832,U328,Speaker,Electronics,1145.7,4,2023-10-04,Poland,Google Pay,1.0
O10107,U316,Monitor,Electronics,1322.93,1,2023-11-23,Poland,Bank Transfer,3.0
O11617,U369,Mouse,Accessories,1126.32,4,2023-06-10,Italy,Google Pay,2.0
O10497,U470,Smartwatch,Electronics,988.18,2,2023-11-01,Canada,Google Pay,
O10789,U928,Headphones,Electronics,768.34,1,2023-08-01,Poland,Google Pay,3.0
O10881,U944,Router,Networking,569.77,3,2023-03-23,Poland,Card,4.0
O10756,U659,Smartwatch,Electronics,854.22,1,2023-12-18,USA,Bank Transfer,3.0
O10619,U402,Mouse,Accessories,1104.92,1,2023-08-10,Germany,PayPal,
O11106,U174,Router,Networking,754.43,1,2023-02-07,UK,PayPal,3.0
O11935,U981,Smartwatch,Electronics,574.48,4,2023-07-21,UK,Google Pay,2.0
O10809,U844,Monitor,Electronics,321.09,4,2023-04-28,USA,Google Pay,3.0
O11037,U985,Laptop,Electronics,1348.94,3,2023-02-21,Spain,Card,5.0
O10072,U363,Printer,Office,77.48,3,2023-04-11,Poland,Google Pay,4.0
O11283,U519,Camera,Electronics,1465.39,4,2023-04-08,Poland,Apple Pay,4.0
O11271,U719,Router,Networking,249.19,1,2023-01-11,Canada,Google Pay,4.0
O11334,U796,Camera,Electronics,591.71,1,2023-05-15,France,PayPal,1.0
O11458,U542,Speaker,Electronics,785.56,2,2023-04-30,UK,Google Pay,4.0
O10481,U499,Tablet,Electronics,588.07,1,2023-03-31,Italy,Bank Transfer,2.0
O11068,U482,Headphones,Electronics,1203.68,2,2023-06-21,France,Card,4.0
O10506,U490,Smartwatch,Electronics,1195.1,1,2023-02-01,Italy,Apple Pay,5.0
O11237,U733,Speaker,Electronics,403.18,1,2023-01-10,Spain,Google Pay,1.0
O11861,U691,Laptop,Electronics,822.6,1,2023-01-10,Spain,Bank Transfer,1.0
O11301,U330,Speaker,Electronics,1482.42,2,2023-10-24,France,Bank Transfer,5.0
O11476,U440,Speaker,Electronics,907.05,2,2023-06-29,France,Apple Pay,3.0
O11866,U885,Smartwatch,Electronics,1417.11,5,2023-03-21,Poland,Bank Transfer,
O11455,U752,Laptop,Electronics,695.63,2,2023-03-30,France,PayPal,3.0
O10311,U265,Monitor,Electronics,707.61,2,2023-04-05,,Google Pay,2.0
O10962,U908,Monitor,Electronics,1051.11,4,2023-12-03,Germany,Google Pay,2.0
O10405,U677,Mouse,Accessories,468.63,2,2023-08-25,,Google Pay,3.0
O11330,U593,Smartwatch,Electronics,408.48,1,2023-07-20,Canada,PayPal,1.0
O11649,U439,Monitor,Electronics,1279.87,1,2023-03-14,Spain,Card,3.0
O10309,U825,Camera,Electronics,316.78,1,2023-11-15,Canada,Card,3.0
O10226,U620,Tablet,Electronics,737.47,1,2023-01-14,Spain,Apple Pay,3.0
O11857,U510,Camera,Electronics,707.99,5,2023-05-01,Poland,Apple Pay,3.0
O10710,U382,Keyboard,Accessories,770.24,3,2023-10-07,Canada,Google Pay,5.0
O11943,U262,Tablet,Electronics,610.68,5,2023-11-04,UK,PayPal,3.0
O11383,U470,Laptop,Electronics,304.89,5,2023-07-19,USA,PayPal,4.0
O11785,U286,Monitor,Electronics,1395.52,3,2023-03-15,Germany,Apple Pay,3.0
O10148,U220,Smartwatch,Electronics,78.18,1,2023-02-16,UK,Bank Transfer,4.0
O11554,U900,Smartphone,Electronics,1012.68,5,2023-01-09,USA,PayPal,5.0
O10348,U158,Printer,Office,,5,2023-09-02,Italy,Google Pay,2.0
O10925,U864,Mouse,Accessories,739.01,4,2023-10-21,Poland,Google Pay,3.0
O10942,U921,Smartphone,Electronics,583.87,5,2023-05-23,Italy,Apple Pay,4.0
O10836,U616,Router,Networking,1321.19,3,2023-03-20,Canada,Bank Transfer,4.0
O10575,U301,Smartphone,Electronics,630.76,5,2023-04-15,Germany,Bank Transfer,3.0
O10557,U505,Camera,Electronics,,4,2023-09-17,Poland,Apple Pay,4.0
O11235,U717,Smartwatch,Electronics,496.66,3,2023-11-24,USA,PayPal,4.0
O11360,U232,Camera,Electronics,413.03,2,2023-08-27,Italy,Card,1.0
O11347,U361,Monitor,Electronics,155.4,5,2023-06-04,Canada,Google Pay,4.0
O11161,U977,Monitor,Electronics,1236.9,5,2023-09-08,Poland,Card,5.0
O11442,U818,Tablet,Electronics,1298.41,5,2023-11-27,France,Google Pay,1.0
O10286,U394,Headphones,Electronics,1230.59,5,2023-01-12,Canada,Bank Transfer,2.0
O11604,U645,Camera,Electronics,1125.91,1,2023-03-16,Italy,Bank Transfer,2.0
O11057,U207,Mouse,Accessories,138.68,3,2023-03-07,Canada,Google Pay,5.0
O10598,U773,Router,Networking,821.28,5,2023-11-01,Italy,PayPal,2.0
O10932,U851,Smartwatch,Electronics,337.75,1,2023-02-28,Canada,Google Pay,4.0
O11461,U703,Tablet,Electronics,729.85,1,2023-04-01,Italy,Apple Pay,4.0
O11637,U765,Mouse,Accessories,283.93,4,2023-02-12,USA,PayPal,1.0
O11587,U341,Headphones,Electronics,114.13,4,2023-02-03,UK,Apple Pay,
O11040,U700,Headphones,Electronics,487.34,1,2023-09-26,Germany,Card,5.0
O11230,U170,Speaker,Electronics,1227.3,5,2023-02-20,Italy,PayPal,3.0
O10806,U640,Smartwatch,Electronics,1016.4,3,2023-07-26,Spain,PayPal,4.0
O10904,U141,Tablet,Electronics,1049.52,3,2023-08-20,Germany,,3.0
O11679,U449,Camera,Electronics,1126.6,2,2023-05-10,Germany,Google Pay,2.0
O11204,U827,Tablet,Electronics,237.8,1,2023-05-25,Spain,Google Pay,5.0
O10767,U138,Speaker,Electronics,378.19,4,2023-06-17,Germany,Google Pay,2.0
O10609,U919,Keyboard,Accessories,779.1,4,2023-08-24,Canada,Bank Transfer,5.0
O10396,U271,Laptop,Electronics,512.84,2,2023-08-03,Spain,PayPal,4.0
O11564,U339,Speaker,Electronics,240.24,2,2023-03-03,Spain,Card,3.0
O11422,U330,Headphones,Electronics,947.59,1,2023-06-21,UK,Card,2.0
O11010,U413,Mouse,Accessories,208.68,2,2023-05-08,Poland,Bank Transfer,3.0
O10493,U295,Headphones,Electronics,1361.53,1,2023-01-21,Poland,Bank Transfer,2.0
O11320,U406,Mouse,Accessories,912.8,1,2023-07-15,Spain,PayPal,1.0
O10277,U701,Camera,Electronics,404.44,5,2023-06-25,France,Card,3.0
O11846,U887,Smartwatch,Electronics,917.9,1,2023-07-19,USA,Google Pay,2.0
O10358,U701,Camera,Electronics,602.92,5,2023-12-27,France,PayPal,2.0
O11110,U124,Router,Networking,487.79,5,2023-07-30,France,,4.0
O10236,U395,Smartphone,Electronics,383.12,5,2023-09-24,France,Bank Transfer,3.0
O10551,U375,Laptop,Electronics,791.74,5,2023-10-31,Italy,Google Pay,2.0
O11867,U486,Printer,Office,1332.67,5,2023-05-16,UK,PayPal,2.0
O11812,U779,Keyboard,Accessories,989.06,3,2023-11-18,France,Bank Transfer,3.0
O10208,U534,Laptop,Electronics,463.4,5,2023-08-03,Spain,PayPal,2.0
O11386,U464,Monitor,Electronics,1134.62,4,2023-03-25,Germany,Bank Transfer,2.0
O11560,U897,Monitor,Electronics,268.99,4,2023-09-10,Spain,PayPal,4.0
O10058,U758,Speaker,Electronics,308.96,5,2023-10-31,Canada,Google Pay,3.0
O10631,U769,Headphones,Electronics,1266.5,1,2023-08-21,Germany,Bank Transfer,
O10258,U913,Headphones,Electronics,588.27,3,2023-02-08,USA,Google Pay,3.0
O11859,U110,Speaker,Electronics,537.39,5,2023-09-25,France,Card,5.0
